Run selection  >= 271036 and <= 999999
RRAPI: http://runregistry.web.cern.ch/runregistry/api/app with payload None
RRAPI: Response 200 Date: Thu, 02 Jun 2016 05:00:47 GMT Server: Apache Connection: close Content-Length: 4 Content-Type: text/plain 
RRAPI: app =  user
RRAPI: http://runregistry.web.cern.ch/runregistry/api/GLOBAL/runsummary/tsv/number%2Cevents%2Cbfield%2ChltKeyDescription/none/LATEST/data with payload {"filter": {"runClassName": "Collisions16", "datasets": {"datasetName": "like %Online%", "rowClass": "org.cern.cms.dqm.runregistry.user.model.RunDatasetRowGlobal"}, "number": ">= 271036 and <= 999999"}}
RRAPI: Response 200 Date: Thu, 02 Jun 2016 05:00:47 GMT Server: Apache Connection: close Content-Type: text/plain 
number	events	bfield	hltKeyDescription
272021	4951289	3.79850760508	/cdaq/special/PixelBiasScan/HLT/V8
272022	4167895	3.79850760508	/cdaq/special/PixelBiasScan/HLT/V8
272760	503349007	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V16
272761	425849123	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V17
272762	661924683	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V17
272774	132182911	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V19
272775	941918188	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V19
272776	529797261	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V19
272782	440546862	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V19
272783	782176745	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V19
272784	1562477056	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V21
272785	750957116	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V21
272786	307275507	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V22
272798	10148938520	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0/HLT/V22
272811	1417627708	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V2
272812	3795173284	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V2
272814	25155536	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V2
272815	142409645	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V2
272816	243335827	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V2
272818	6115924094	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V2
272827	597616978	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V2
272828	185133431	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V2
272922		3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
272923		3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
272924		3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
272925		3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
272926		3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
272927		3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
272930	1262087071	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
272935	152249531	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
272936	3764786585	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
273013	3108111006	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
273017	10196059237	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.0.1/HLT/V4
273150	285942340	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V3
273158	8852734180	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V3
273161	669916	3.79867188789	/cdaq/special/VirginRaw/Apr2016/FromTCDSInput/HLT/V1
273162	1149476	3.79867188789	/cdaq/special/VirginRaw/Apr2016/FromTCDSInput/HLT/V1
273290	35726320	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273291	808407725	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273292	2214585	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273294	30790	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273295	115370	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273296	740618800	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273299	304823990	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273301	4088856330	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273302	2844059785	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.1.1/HLT/V12
273402	1389221175	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V1
273403	318750400	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273404	106372800	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273405	146291040	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273406	660675755	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273407	11040	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273408	40240800	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273409	2649223360	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273410	764640100	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273411	645409430	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V4
273425	4555882400	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V6
273426	336871665	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V6
273445	42881560	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V10
273446	276063520	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V10
273447	3275975580	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V10
273448	2809978735	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V10
273449	1552973600	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V10
273450	5018317225	3.79867188789	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V10
273492	1893435985	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V15
273493	1385756255	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V15
273494	1127692430	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.1/HLT/V15
273502	6445275080	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.2/HLT/V2
273503	3481177075	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.2/HLT/V2
273522	507530907	3.80058106562	/cdaq/special/VdMScan/v4.1/HLT/V2
273523	1779694008	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V6
273526	205605400	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V7
273531	1246791726	3.80058106562	/cdaq/special/VdMScan/v4.1/HLT/V2
273537	6348412576	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V7
273554	2993996300	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.2/HLT/V6
273555	1330629465	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.2/HLT/V6
273588	296260866	3.80058106562	/cdaq/special/VdMScan/v4.1/HLT/V2
273589	1845671424	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V7
273590	2649632504	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
273591	1838973015	3.80058106562	/cdaq/special/VdMScan/v4.1/HLT/V2
273592	2794680216	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
273593	833087601	3.80058106562	/cdaq/special/VdMScan/v4.1/HLT/V2
273725	17672755410	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.2/HLT/V9
273728	563188975	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.2/HLT/V9
273730	16961295410	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.2/HLT/V9
274094	1564082315	3.80058106562	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V5
274100	4200702669	3.80058106562	/cdaq/special/VdMScan/v4.1/HLT/V2
274102	105798920	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
274103	61785792	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
274104	95179776	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
274105	119171840	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
274106	100538952	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
274107	79022848	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
274108	149166056	3.80058106562	/cdaq/physics/Run2016/LowPU25ns/v1.0/HLT/V9
274142	338910670	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274146	584000480	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274157	4208575495	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274159	370761755	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274160	1918798880	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274161	4400000410	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274172	847893400	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274198	1615500870	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274199	5654339610	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274200	5381215845	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274240	727173150	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274241	9362244060	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274243	3072840	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274244	4364793670	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.3/HLT/V6
274250	6675774240	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.4/HLT/V1
274251	4289379830	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.4/HLT/V1
274282	255524375	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V3
274283	24708830	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V3
274284	2144351240	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V3
274285	2426365	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V3
274286	1515267440	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V3
274314	1035284120	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V6
274315	4437490545	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V6
274316	7939822635	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V6
274317	16578470	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V6
274318	250895	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V6
274319	1573531100	3.80057699922	/cdaq/physics/Run2016/25ns10e33/v1.2.5/HLT/V6

